0it [00:00, ?it/s]0it [00:14, ?it/s]
using 0 images for training, 0 images for validation.
[epoch 6, batch 30] loss: 0.685
[epoch 6, batch 31] loss: 0.716
[epoch 6, batch 32] loss: 0.690
[epoch 6, batch 33] loss: 0.697
[epoch 6, batch 34] loss: 0.674
[epoch 6, batch 35] loss: 0.679
[epoch 6, batch 36] loss: 0.695
[epoch 6, batch 37] loss: 0.688
[epoch 6, batch 38] loss: 0.688
[epoch 6, batch 39] loss: 0.701
[epoch 6, batch 40] loss: 0.700
[epoch 6, batch 41] loss: 0.684
[epoch 6, batch 42] loss: 0.708
[epoch 6, batch 43] loss: 0.645
[epoch 6, batch 44] loss: 0.652
[epoch 6, batch 45] loss: 0.647
[epoch 6, batch 46] loss: 0.681
[epoch 6, batch 47] loss: 0.703
[epoch 6, batch 48] loss: 0.680
[epoch 6, batch 49] loss: 0.702
[epoch 6, batch 50] loss: 0.702
[epoch 6, batch 51] loss: 0.690
[epoch 6, batch 52] loss: 0.671
[epoch 6, batch 53] loss: 0.666
[epoch 6, batch 54] loss: 0.708
[epoch 6, batch 55] loss: 0.676
[epoch 6, batch 56] loss: 0.717
[epoch 6, batch 57] loss: 0.686
[epoch 6, batch 58] loss: 0.683
[epoch 6, batch 59] loss: 0.679
[epoch 6, batch 60] loss: 0.698
[epoch 6, batch 61] loss: 0.673
[epoch 6, batch 62] loss: 0.714
[epoch 6, batch 63] loss: 0.695
[epoch 6, batch 64] loss: 0.670
[epoch 6, batch 65] loss: 0.708
[epoch 6, batch 66] loss: 0.697
[epoch 6, batch 67] loss: 0.681
[epoch 6, batch 68] loss: 0.689
[epoch 6, batch 69] loss: 0.701
[epoch 6, batch 70] loss: 0.715
[epoch 6, batch 71] loss: 0.634
[epoch 6, batch 72] loss: 0.678
[epoch 6, batch 73] loss: 0.696
[epoch 6, batch 74] loss: 0.703
[epoch 6, batch 75] loss: 0.698
[epoch 6, batch 76] loss: 0.705
[epoch 6, batch 77] loss: 0.671
[epoch 6, batch 78] loss: 0.696
[epoch 6, batch 79] loss: 0.784
[epoch 6, batch 80] loss: 0.693
[epoch 6, batch 81] loss: 0.641
[epoch 6, batch 82] loss: 0.639
[epoch 6, batch 83] loss: 0.806
[epoch 6, batch 84] loss: 0.731
[epoch 6, batch 85] loss: 0.725
[epoch 6, batch 86] loss: 0.684
[epoch 6, batch 87] loss: 0.682
[epoch 6, batch 88] loss: 0.685
[epoch 6, batch 89] loss: 0.657
[epoch 6, batch 90] loss: 0.708
[epoch 6, batch 91] loss: 0.653
[epoch 6, batch 92] loss: 0.749
[epoch 6, batch 93] loss: 0.678
[epoch 6, batch 94] loss: 0.672
[epoch 6, batch 95] loss: 0.693
[epoch 6, batch 96] loss: 0.685
[epoch 6, batch 97] loss: 0.762
[epoch 6, batch 98] loss: 0.666
[epoch 6, batch 99] loss: 0.701
[epoch 6, batch 100] loss: 0.681
[epoch 6, batch 101] loss: 0.669
[epoch 6, batch 102] loss: 0.724
[epoch 6, batch 103] loss: 0.685
[epoch 6, batch 104] loss: 0.697
[epoch 6, batch 105] loss: 0.706
[epoch 6, batch 106] loss: 0.688
[epoch 6, batch 107] loss: 0.678
[epoch 6, batch 108] loss: 0.688
[epoch 6, batch 109] loss: 0.680
[epoch 6, batch 110] loss: 0.668
[epoch 6, batch 111] loss: 0.690
[epoch 6, batch 112] loss: 0.730
[epoch 6, batch 113] loss: 0.663
[epoch 6, batch 114] loss: 0.685
[epoch 6, batch 115] loss: 0.726
[epoch 6, batch 116] loss: 0.686
[epoch 6, batch 117] loss: 0.713
[epoch 6, batch 118] loss: 0.672
[epoch 6, batch 119] loss: 0.681
[epoch 6, batch 120] loss: 0.715
[epoch 6, batch 121] loss: 0.728
[epoch 6, batch 122] loss: 0.683
[epoch 6, batch 123] loss: 0.689
[epoch 6, batch 124] loss: 0.688
[epoch 6, batch 125] loss: 0.676
[epoch 6, batch 126] loss: 0.683
[epoch 6, batch 127] loss: 0.662
[epoch 6, batch 128] loss: 0.694
[epoch 6, batch 129] loss: 0.659
[epoch 6, batch 130] loss: 0.684
[epoch 6, batch 131] loss: 0.632
[epoch 6, batch 132] loss: 0.745
[epoch 6, batch 133] loss: 0.652
[epoch 6, batch 134] loss: 0.694
[epoch 6, batch 135] loss: 0.665
[epoch 6, batch 136] loss: 0.646
[epoch 6, batch 137] loss: 0.739
[epoch 6, batch 138] loss: 0.742
[epoch 6, batch 139] loss: 0.674
[epoch 6, batch 140] loss: 0.723
[epoch 6, batch 141] loss: 0.670
[epoch 6, batch 142] loss: 0.671
[epoch 6, batch 143] loss: 0.689
[epoch 6, batch 144] loss: 0.695
[epoch 6, batch 145] loss: 0.682
[epoch 6, batch 146] loss: 0.690
[epoch 6, batch 147] loss: 0.691
[epoch 6, batch 148] loss: 0.697
[epoch 6, batch 149] loss: 0.695
[epoch 6, batch 150] loss: 0.684
[epoch 6, batch 151] loss: 0.684
[epoch 6, batch 152] loss: 0.674
[epoch 6, batch 153] loss: 0.717
[epoch 6, batch 154] loss: 0.646
[epoch 6, batch 155] loss: 0.704
[epoch 6, batch 156] loss: 0.775
[epoch 6, batch 157] loss: 0.755
[epoch 6, batch 158] loss: 0.685
[epoch 6, batch 159] loss: 0.742
[epoch 6, batch 160] loss: 0.694
[epoch 6, batch 161] loss: 0.725
[epoch 6, batch 162] loss: 0.683
[epoch 6, batch 163] loss: 0.710
[epoch 6, batch 164] loss: 0.671
[epoch 6, batch 165] loss: 0.685
[epoch 6, batch 166] loss: 0.702
[epoch 6, batch 167] loss: 0.702
[epoch 6, batch 168] loss: 0.737
[epoch 6, batch 169] loss: 0.703
[epoch 6, batch 170] loss: 0.683
[epoch 6, batch 171] loss: 0.686
[epoch 6, batch 172] loss: 0.688
[epoch 6, batch 173] loss: 0.669
[epoch 6, batch 174] loss: 0.673
[epoch 6, batch 175] loss: 0.677
[epoch 6, batch 176] loss: 0.681
[epoch 6, batch 177] loss: 0.670
[epoch 6, batch 178] loss: 0.676
[epoch 6, batch 179] loss: 0.740
[epoch 6, batch 180] loss: 0.731
[epoch 6, batch 181] loss: 0.689
[epoch 6, batch 182] loss: 0.730
[epoch 6, batch 183] loss: 0.732
[epoch 6, batch 184] loss: 0.643
[epoch 6, batch 185] loss: 0.693
[epoch 6, batch 186] loss: 0.699
[epoch 6, batch 187] loss: 0.688
[epoch 6, batch 188] loss: 0.687
[epoch 6, batch 189] loss: 0.695
[epoch 6, batch 190] loss: 0.691
[epoch 6, batch 191] loss: 0.694
[epoch 6, batch 192] loss: 0.679
[epoch 6, batch 193] loss: 0.693
[epoch 6, batch 194] loss: 0.676
[epoch 6, batch 195] loss: 0.694
[epoch 6, batch 196] loss: 0.716
[epoch 6, batch 197] loss: 0.692
[epoch 6, batch 198] loss: 0.669
[epoch 6, batch 199] loss: 0.716
[epoch 6, batch 200] loss: 0.674
[epoch 6, batch 201] loss: 0.708
[epoch 6, batch 202] loss: 0.721
[epoch 6, batch 203] loss: 0.675
[epoch 6, batch 204] loss: 0.699
[epoch 6, batch 205] loss: 0.689
[epoch 6, batch 206] loss: 0.679
  0%|                     | 0/30 [00:00<?, ?it/s]valid epoch[6/200] loss:0.691 acc:16.000:   3%| |valid epoch[6/200] loss:0.698 acc:32.000:   7%| |valid epoch[6/200] loss:0.701 acc:132.000:  27%|2valid epoch[6/200] loss:0.702 acc:250.000:  50%|5valid epoch[6/200] loss:0.698 acc:358.000:  70%|7valid epoch[6/200] loss:0.691 acc:462.000:  90%|9valid epoch[6/200] loss:0.712 acc:510.000: 100%|#
[epoch 6] train_loss: 0.693  val_accuracy: 0.539
[epoch 7, batch 1] loss: 0.685
[epoch 7, batch 2] loss: 0.694
[epoch 7, batch 3] loss: 0.692
[epoch 7, batch 4] loss: 0.680
[epoch 7, batch 5] loss: 0.707
